,CustomerID,Age,Gender,DeviceType,TrafficSource,PagesViewed,TimeOnSite,CartItems,PreviousPurchases,AverageOrderValue,DiscountUsed,Purchase
934,C00935,52,Male,Mobile,Social Media,8,7,5,8,149,1,1
935,C00936,38,Female,Tablet,Direct,11,3,2,3,190,1,0
936,C00937,54,Male,Desktop,Direct,8,8,4,4,52,0,1
937,C00938,22,Female,Mobile,Search Engine,3,5,3,2,43,0,0
938,C00939,36,Female,Desktop,Direct,7,5,2,3,216,1,0
939,C00940,31,Female,Mobile,Email,7,5,3,8,65,0,1
940,C00941,43,Male,Tablet,Social Media,2,8,2,6,293,0,0
941,C00942,21,Male,Desktop,Social Media,9,2,5,7,250,0,1
942,C00943,42,Male,Desktop,Social Media,3,2,4,2,152,1,0
943,C00944,59,Female,Mobile,Email,2,8,2,2,283,0,0
944,C00945,42,Male,Mobile,Direct,12,9,1,6,104,1,1
945,C00946,35,Female,Desktop,Social Media,3,2,5,7,24,1,1
946,C00947,57,Male,Mobile,Email,2,4,1,4,288,0,0
947,C00948,25,Male,Desktop,Search Engine,8,8,5,0,240,0,1
948,C00949,56,Male,Mobile,Direct,5,2,5,2,213,1,1
949,C00950,57,Male,Tablet,Email,3,4,2,4,88,1,1
950,C00951,31,Female,Mobile,Direct,5,1,4,2,195,1,0
951,C00952,49,Male,Tablet,Search Engine,11,2,4,0,258,0,0
952,C00953,55,Male,Mobile,Email,11,7,0,6,198,1,1
953,C00954,50,Female,Mobile,Direct,8,1,4,0,275,0,0
954,C00955,40,Female,Desktop,Email,7,1,3,9,230,0,1
955,C00956,32,Male,Mobile,Social Media,6,2,2,5,246,0,0
956,C00957,50,Male,Mobile,Direct,14,4,1,5,91,0,1
957,C00958,42,Female,Tablet,Email,13,7,4,6,84,1,1
958,C00959,34,Female,Mobile,Social Media,1,4,1,0,185,1,0
959,C00960,50,Female,Desktop,Search Engine,10,5,0,2,233,1,0
960,C00961,19,Male,Tablet,Direct,1,4,2,8,36,1,1
961,C00962,31,Male,Desktop,Direct,1,4,4,1,192,1,0
962,C00963,57,Male,Desktop,Search Engine,14,9,1,4,148,1,1
963,C00964,57,Female,Desktop,Social Media,10,6,5,2,22,1,0
964,C00965,56,Female,Desktop,Search Engine,14,3,4,4,267,0,1
965,C00966,23,Female,Tablet,Direct,8,6,0,6,89,1,1
966,C00967,23,Male,Mobile,Email,8,7,5,0,71,0,0
967,C00968,20,Female,Desktop,Social Media,14,7,1,2,278,0,0
968,C00969,24,Male,Tablet,Social Media,7,8,1,5,258,1,1
969,C00970,25,Female,Desktop,Social Media,6,4,2,6,113,1,0
970,C00971,59,Male,Mobile,Search Engine,4,1,2,9,66,1,1
971,C00972,32,Male,Tablet,Search Engine,1,6,1,2,94,1,0
972,C00973,46,Female,Tablet,Email,9,8,5,3,110,0,1
973,C00974,50,Male,Mobile,Email,1,5,2,5,105,0,0
974,C00975,47,Female,Tablet,Social Media,4,3,1,4,25,0,0
975,C00976,56,Male,Mobile,Email,3,4,5,8,249,0,1
976,C00977,44,Female,Tablet,Search Engine,7,8,3,0,62,1,1
977,C00978,53,Female,Tablet,Email,5,6,4,4,217,0,0
978,C00979,46,Male,Mobile,Search Engine,5,5,3,0,201,0,0
979,C00980,55,Female,Mobile,Email,4,9,3,7,188,1,1
980,C00981,50,Male,Tablet,Direct,1,3,4,6,222,1,1
981,C00982,54,Female,Tablet,Search Engine,5,7,1,4,213,1,0
982,C00983,44,Female,Mobile,Direct,4,9,1,5,50,0,1
983,C00984,50,Female,Mobile,Search Engine,14,4,2,3,121,1,0
984,C00985,21,Female,Tablet,Email,10,3,0,8,83,1,0
985,C00986,39,Male,Tablet,Direct,13,1,1,2,110,0,0
986,C00987,19,Female,Tablet,Email,8,9,4,1,269,1,1
987,C00988,27,Female,Mobile,Search Engine,2,1,0,6,202,0,0
988,C00989,22,Male,Tablet,Direct,8,2,4,1,299,1,0
989,C00990,27,Male,Desktop,Social Media,1,9,4,5,224,1,1
990,C00991,50,Male,Mobile,Email,13,5,4,7,108,1,1
991,C00992,55,Male,Tablet,Search Engine,4,4,0,2,178,1,0
992,C00993,30,Male,Mobile,Direct,3,9,3,2,149,0,1
993,C00994,48,Male,Desktop,Email,5,9,5,2,267,0,1
994,C00995,53,Female,Mobile,Direct,13,2,4,0,159,0,0
995,C00996,41,Male,Tablet,Email,5,3,2,8,208,1,0
996,C00997,32,Female,Desktop,Email,5,3,1,4,110,0,0
997,C00998,46,Male,Desktop,Email,12,5,5,8,75,0,1
998,C00999,25,Female,Tablet,Direct,4,3,1,4,245,1,0
999,C01000,22,Female,Tablet,Direct,8,6,1,6,184,0,1
1000,C01001,46,Female,Tablet,Email,3,2,0,0,55,0,0
1001,C01002,21,Male,Mobile,Social Media,12,6,2,8,48,0,0
1002,C01003,29,Male,Mobile,Social Media,4,6,2,0,99,1,0
1003,C01004,19,Male,Mobile,Social Media,1,2,5,3,188,0,0
1004,C01005,44,Male,Tablet,Search Engine,7,6,2,6,52,1,1
1005,C01006,48,Female,Tablet,Social Media,1,6,2,8,112,1,1
1006,C01007,53,Male,Mobile,Direct,2,6,2,0,131,0,0
1007,C01008,53,Female,Desktop,Social Media,11,5,5,5,228,0,1
1008,C01009,43,Female,Mobile,Direct,7,7,3,9,213,0,1
1009,C01010,44,Male,Desktop,Search Engine,1,5,2,4,283,1,0
1010,C01011,22,Male,Tablet,Direct,11,1,2,2,266,0,0
1011,C01012,37,Male,Tablet,Direct,3,9,0,9,137,1,1
1012,C01013,28,Female,Mobile,Direct,13,3,0,1,247,0,0
1013,C01014,27,Male,Mobile,Social Media,6,2,2,0,28,1,0
1014,C01015,57,Female,Tablet,Email,6,6,3,1,218,0,0
1015,C01016,55,Male,Mobile,Direct,6,8,2,3,296,1,0
1016,C01017,23,Female,Tablet,Social Media,11,2,2,5,148,1,0
1017,C01018,25,Male,Tablet,Social Media,13,4,2,4,81,1,1
1018,C01019,40,Male,Desktop,Social Media,2,2,4,3,21,0,0
1019,C01020,43,Female,Mobile,Email,2,9,3,7,191,1,1
1020,C01021,29,Male,Tablet,Email,6,2,1,6,264,1,0
1021,C01022,43,Male,Mobile,Email,10,2,2,3,107,1,0
1022,C01023,30,Male,Desktop,Email,5,5,1,9,102,0,1
1023,C01024,57,Male,Desktop,Search Engine,14,5,3,4,24,1,1
1024,C01025,35,Male,Mobile,Email,7,7,2,9,58,1,1
1025,C01026,42,Male,Mobile,Email,7,1,1,4,94,0,0
1026,C01027,50,Male,Tablet,Email,5,2,5,2,120,1,0
1027,C01028,57,Female,Desktop,Direct,8,6,1,8,160,0,1
1028,C01029,29,Female,Desktop,Direct,10,2,3,4,112,0,1
1029,C01030,53,Male,Desktop,Email,6,4,2,9,138,0,1
1030,C01031,21,Male,Mobile,Search Engine,5,6,4,1,128,0,0
1031,C01032,22,Male,Tablet,Direct,4,7,3,3,62,1,0
1032,C01033,54,Female,Mobile,Social Media,7,5,4,3,155,0,0
1033,C01034,25,Female,Mobile,Direct,4,8,2,4,236,1,1
1034,C01035,59,Male,Mobile,Social Media,5,6,1,7,175,0,0
1035,C01036,45,Female,Tablet,Direct,5,5,5,4,58,1,1
1036,C01037,48,Male,Mobile,Email,1,4,5,0,45,1,0
1037,C01038,26,Male,Desktop,Direct,1,6,3,1,51,1,0
1038,C01039,46,Male,Desktop,Email,3,6,3,2,65,1,0
1039,C01040,31,Male,Desktop,Email,14,6,3,2,175,1,1
1040,C01041,57,Female,Tablet,Direct,11,1,0,9,263,0,0
1041,C01042,58,Female,Mobile,Social Media,3,6,5,5,54,1,1
1042,C01043,39,Male,Tablet,Social Media,2,1,5,8,297,1,1
1043,C01044,28,Female,Mobile,Direct,12,5,2,9,261,1,1
1044,C01045,40,Female,Desktop,Email,2,7,0,0,278,0,0
1045,C01046,18,Male,Mobile,Social Media,6,1,3,5,65,0,0
1046,C01047,54,Female,Mobile,Search Engine,13,1,3,8,256,0,1
1047,C01048,38,Male,Mobile,Email,1,6,4,3,27,0,0
1048,C01049,43,Male,Tablet,Direct,6,7,0,9,279,0,1
1049,C01050,53,Male,Mobile,Email,5,6,1,2,290,0,0
1050,C01051,40,Male,Mobile,Search Engine,6,5,5,5,63,1,1
1051,C01052,18,Female,Mobile,Search Engine,5,6,2,5,257,0,0
1052,C01053,57,Male,Tablet,Social Media,7,3,1,1,186,1,0
1053,C01054,32,Female,Tablet,Search Engine,1,9,1,4,95,1,1
1054,C01055,38,Male,Tablet,Email,13,5,2,0,176,1,0
1055,C01056,26,Male,Mobile,Social Media,3,2,3,8,220,1,1
1056,C01057,26,Female,Desktop,Search Engine,6,7,5,8,253,1,1
1057,C01058,27,Male,Desktop,Social Media,1,3,4,2,251,1,0
1058,C01059,43,Female,Desktop,Social Media,13,1,3,4,231,0,0
1059,C01060,58,Female,Mobile,Direct,11,3,3,2,173,1,1
1060,C01061,52,Male,Desktop,Social Media,11,9,0,6,232,0,0
1061,C01062,42,Male,Desktop,Social Media,7,5,1,0,106,1,0
1062,C01063,43,Male,Desktop,Search Engine,4,7,1,4,37,1,0
1063,C01064,28,Male,Mobile,Email,3,3,5,5,210,1,1
1064,C01065,55,Male,Desktop,Email,10,4,1,6,73,1,1
1065,C01066,19,Male,Desktop,Search Engine,9,1,4,2,235,0,0
1066,C01067,24,Female,Mobile,Email,1,3,4,6,61,0,1
1067,C01068,35,Female,Tablet,Social Media,8,7,4,3,249,0,0
1068,C01069,44,Male,Desktop,Direct,1,4,2,9,249,0,1
1069,C01070,51,Female,Tablet,Social Media,13,2,5,5,201,1,1
1070,C01071,44,Female,Desktop,Social Media,14,5,4,4,160,1,1
1071,C01072,34,Male,Mobile,Direct,5,5,0,3,101,0,0
1072,C01073,41,Male,Tablet,Search Engine,10,2,0,5,186,1,0
1073,C01074,42,Female,Tablet,Social Media,8,6,3,2,73,1,1
1074,C01075,24,Male,Tablet,Social Media,6,4,3,2,92,0,0
1075,C01076,23,Female,Tablet,Search Engine,7,1,5,4,232,0,0
1076,C01077,41,Male,Desktop,Social Media,11,3,3,4,190,1,1
1077,C01078,50,Female,Desktop,Social Media,8,9,3,8,289,0,1
1078,C01079,46,Female,Tablet,Email,13,7,0,3,238,1,0
1079,C01080,39,Female,Desktop,Search Engine,6,6,3,4,155,1,1
1080,C01081,43,Female,Tablet,Social Media,11,1,0,8,54,1,1
1081,C01082,45,Male,Tablet,Social Media,6,9,4,3,165,1,1
1082,C01083,38,Male,Mobile,Direct,11,9,4,2,202,1,1
1083,C01084,24,Female,Tablet,Direct,6,1,5,6,97,1,0
1084,C01085,34,Female,Desktop,Direct,5,6,2,6,272,1,1
1085,C01086,37,Male,Tablet,Social Media,8,7,3,7,255,0,1
1086,C01087,58,Male,Mobile,Social Media,13,2,4,3,96,0,1
1087,C01088,37,Female,Desktop,Direct,2,8,4,3,92,0,0
1088,C01089,39,Female,Mobile,Email,7,8,5,8,46,0,1
1089,C01090,45,Female,Mobile,Email,4,6,1,9,57,0,0
1090,C01091,57,Female,Tablet,Email,1,9,1,6,273,1,1
1091,C01092,24,Female,Mobile,Email,13,3,5,2,105,1,0
1092,C01093,18,Male,Mobile,Search Engine,5,2,0,8,50,0,0
1093,C01094,49,Female,Desktop,Direct,3,2,2,4,224,1,0
1094,C01095,30,Male,Mobile,Social Media,4,6,5,3,212,0,1
1095,C01096,47,Male,Tablet,Direct,7,7,1,0,249,1,0
1096,C01097,40,Male,Tablet,Email,5,6,2,8,200,1,1
1097,C01098,36,Female,Tablet,Social Media,14,3,4,5,264,1,1
1098,C01099,49,Male,Mobile,Search Engine,4,5,5,1,59,0,0
1099,C01100,47,Male,Desktop,Direct,1,8,0,6,176,1,0
1100,C01101,46,Male,Tablet,Social Media,6,6,2,2,187,0,0
1101,C01102,46,Male,Mobile,Social Media,11,2,1,5,177,1,0
1102,C01103,47,Female,Tablet,Email,10,7,4,7,149,0,1
1103,C01104,33,Female,Tablet,Email,6,8,5,2,101,0,1
1104,C01105,57,Male,Desktop,Direct,7,4,3,4,175,0,0
1105,C01106,36,Male,Tablet,Search Engine,1,1,4,5,194,1,0
1106,C01107,35,Female,Desktop,Social Media,14,2,1,0,107,1,0
1107,C01108,18,Female,Mobile,Email,4,4,5,9,121,1,1
1108,C01109,31,Female,Tablet,Direct,12,7,1,6,267,1,1
1109,C01110,19,Male,Mobile,Email,9,2,3,3,225,0,0
1110,C01111,45,Female,Mobile,Direct,12,6,4,9,108,1,1
1111,C01112,47,Male,Mobile,Email,14,2,2,6,115,0,1
1112,C01113,55,Male,Tablet,Search Engine,10,7,2,6,178,0,0
1113,C01114,21,Female,Desktop,Social Media,6,2,4,4,133,1,1
1114,C01115,18,Male,Tablet,Email,2,3,2,7,43,0,0
1115,C01116,25,Female,Mobile,Social Media,4,9,5,7,182,1,1
1116,C01117,46,Male,Desktop,Direct,6,4,4,4,74,1,1
1117,C01118,56,Female,Mobile,Search Engine,4,5,4,4,83,1,1
1118,C01119,20,Male,Desktop,Social Media,10,9,1,6,52,0,1
1119,C01120,49,Male,Tablet,Email,7,7,0,5,65,1,0
1120,C01121,27,Female,Desktop,Social Media,12,8,1,3,238,0,1
1121,C01122,27,Female,Tablet,Social Media,13,3,2,1,215,1,0
1122,C01123,36,Female,Mobile,Direct,3,4,0,7,272,1,0
1123,C01124,51,Female,Desktop,Search Engine,6,7,4,2,255,1,1
1124,C01125,50,Male,Mobile,Search Engine,13,4,2,1,98,0,0
1125,C01126,40,Female,Desktop,Social Media,12,2,3,9,111,0,1
1126,C01127,45,Female,Tablet,Social Media,4,6,2,6,115,0,1
1127,C01128,49,Male,Desktop,Direct,3,9,0,9,247,1,1
1128,C01129,24,Female,Desktop,Social Media,12,2,0,5,254,1,0
1129,C01130,46,Female,Tablet,Direct,3,1,4,7,121,0,0
1130,C01131,25,Male,Tablet,Search Engine,14,8,5,5,271,1,1
1131,C01132,18,Female,Tablet,Search Engine,2,1,3,6,159,1,0
1132,C01133,20,Female,Desktop,Direct,11,1,4,1,162,1,0
1133,C01134,41,Female,Mobile,Social Media,3,3,3,9,259,1,1
1134,C01135,40,Female,Desktop,Search Engine,13,5,3,1,285,0,0
1135,C01136,25,Female,Desktop,Email,12,9,4,5,80,0,1
1136,C01137,54,Female,Mobile,Direct,14,2,2,8,42,0,1
1137,C01138,20,Male,Tablet,Search Engine,10,1,1,2,30,0,0
1138,C01139,50,Female,Desktop,Search Engine,1,1,3,9,35,1,1
1139,C01140,45,Male,Mobile,Search Engine,3,8,0,7,68,0,0
1140,C01141,25,Male,Tablet,Email,9,2,4,4,189,0,1
1141,C01142,51,Male,Tablet,Email,4,9,5,5,138,1,1
1142,C01143,52,Male,Desktop,Email,3,9,2,5,61,0,1
1143,C01144,49,Female,Tablet,Social Media,8,2,3,9,29,1,1
1144,C01145,41,Female,Tablet,Direct,1,3,5,2,68,1,0
1145,C01146,31,Female,Mobile,Social Media,5,2,2,4,284,0,0
1146,C01147,49,Male,Mobile,Email,1,6,4,0,226,0,0
1147,C01148,33,Female,Tablet,Direct,7,7,5,1,186,0,1
1148,C01149,21,Female,Mobile,Social Media,5,6,0,9,21,1,1
1149,C01150,54,Female,Tablet,Social Media,2,3,3,2,87,1,1
1150,C01151,38,Male,Desktop,Social Media,12,3,3,3,229,0,0
1151,C01152,31,Male,Mobile,Email,14,2,5,8,158,1,1
1152,C01153,48,Female,Tablet,Search Engine,1,2,2,0,56,0,0
1153,C01154,35,Male,Tablet,Direct,11,5,4,2,237,1,1
1154,C01155,24,Male,Mobile,Email,7,8,1,2,297,0,0
1155,C01156,27,Female,Mobile,Direct,12,6,3,5,199,1,1
1156,C01157,24,Male,Desktop,Email,1,9,0,4,24,1,0
1157,C01158,50,Male,Tablet,Social Media,3,5,3,2,149,0,0
1158,C01159,40,Female,Desktop,Social Media,11,4,3,3,152,1,1
1159,C01160,38,Male,Desktop,Search Engine,6,9,1,6,118,0,1
1160,C01161,36,Male,Desktop,Search Engine,6,5,1,2,179,1,0
1161,C01162,36,Male,Mobile,Direct,7,1,4,8,255,0,1
1162,C01163,53,Male,Desktop,Search Engine,11,5,3,7,166,0,0
1163,C01164,46,Male,Mobile,Search Engine,14,5,3,1,134,0,0
1164,C01165,35,Male,Mobile,Direct,11,5,2,4,23,1,1
1165,C01166,19,Male,Desktop,Email,1,2,2,3,106,0,0
1166,C01167,18,Male,Desktop,Search Engine,7,6,5,4,65,1,1
1167,C01168,22,Female,Tablet,Email,2,5,5,2,102,0,0
1168,C01169,37,Female,Desktop,Social Media,6,2,0,9,173,1,1
1169,C01170,28,Female,Tablet,Search Engine,13,8,0,0,130,0,0
1170,C01171,59,Female,Desktop,Social Media,8,6,2,7,136,1,1
1171,C01172,19,Male,Desktop,Social Media,13,3,5,8,116,1,1
1172,C01173,20,Female,Desktop,Email,5,9,0,7,208,1,1
1173,C01174,40,Female,Desktop,Direct,10,4,3,3,107,0,1
1174,C01175,29,Male,Tablet,Search Engine,3,3,5,1,106,0,0
1175,C01176,37,Male,Tablet,Email,11,7,1,3,45,1,0
1176,C01177,22,Male,Desktop,Direct,8,8,5,8,50,1,1
1177,C01178,54,Male,Desktop,Social Media,8,7,3,9,145,1,1
1178,C01179,55,Male,Tablet,Search Engine,4,1,2,8,217,0,0
1179,C01180,47,Female,Mobile,Social Media,8,1,4,4,50,0,1
1180,C01181,26,Male,Mobile,Social Media,5,5,4,4,251,1,0
1181,C01182,51,Female,Mobile,Search Engine,13,8,2,9,64,0,1
1182,C01183,52,Female,Tablet,Direct,11,3,3,2,208,0,0
1183,C01184,39,Male,Tablet,Direct,5,8,0,5,71,0,1
1184,C01185,41,Female,Mobile,Search Engine,3,3,5,6,71,0,0
1185,C01186,34,Female,Mobile,Search Engine,7,4,5,9,98,0,1
1186,C01187,27,Male,Desktop,Email,11,7,0,8,68,1,1
1187,C01188,47,Female,Tablet,Email,14,3,4,6,249,1,1
1188,C01189,40,Female,Tablet,Social Media,11,4,2,2,63,0,0
1189,C01190,49,Female,Mobile,Search Engine,9,8,2,6,266,1,1
1190,C01191,34,Male,Mobile,Direct,9,4,1,0,238,0,0
1191,C01192,34,Male,Tablet,Social Media,1,9,4,1,41,1,1
1192,C01193,31,Male,Desktop,Social Media,1,4,2,3,149,0,0
1193,C01194,26,Female,Mobile,Social Media,10,4,1,6,26,0,0
1194,C01195,57,Male,Tablet,Social Media,12,5,0,8,291,0,1
1195,C01196,19,Female,Tablet,Direct,12,1,4,4,63,1,1
1196,C01197,42,Male,Desktop,Social Media,11,7,4,7,259,1,1
1197,C01198,56,Female,Desktop,Search Engine,5,9,2,6,84,1,1
1198,C01199,26,Male,Mobile,Email,1,9,2,4,265,0,0
1199,C01200,39,Male,Mobile,Direct,4,1,3,2,92,0,0
1200,C01201,21,Female,Mobile,Search Engine,12,6,0,2,90,1,0
1201,C01202,43,Male,Tablet,Search Engine,1,3,0,5,216,1,0
1202,C01203,46,Female,Mobile,Search Engine,2,4,5,9,208,0,1
1203,C01204,51,Male,Tablet,Email,2,8,1,3,177,0,0
1204,C01205,40,Male,Mobile,Email,4,4,1,2,44,0,0
1205,C01206,54,Female,Desktop,Email,8,8,3,3,90,1,1
1206,C01207,28,Female,Desktop,Search Engine,2,4,5,2,242,0,0
1207,C01208,23,Female,Tablet,Email,14,9,0,9,179,0,0
1208,C01209,35,Male,Desktop,Social Media,9,6,1,5,94,0,0
1209,C01210,38,Female,Tablet,Email,12,1,0,6,157,0,0
1210,C01211,59,Male,Tablet,Direct,9,2,0,3,60,1,0
1211,C01212,53,Female,Desktop,Search Engine,2,7,5,2,35,0,0
1212,C01213,58,Female,Tablet,Search Engine,1,7,1,2,208,1,0
1213,C01214,55,Female,Desktop,Social Media,10,3,2,2,47,0,0
1214,C01215,51,Female,Mobile,Email,10,1,2,8,182,1,1
1215,C01216,34,Female,Mobile,Email,9,8,5,2,74,1,1
1216,C01217,54,Female,Desktop,Direct,2,7,1,2,293,1,0
1217,C01218,42,Male,Desktop,Social Media,8,8,3,7,121,1,1
1218,C01219,55,Female,Desktop,Direct,14,1,4,3,61,0,1
1219,C01220,29,Male,Desktop,Direct,3,3,5,6,282,1,1
1220,C01221,40,Female,Mobile,Search Engine,1,2,0,2,190,1,0
1221,C01222,59,Female,Tablet,Search Engine,11,1,5,7,227,0,1
1222,C01223,39,Female,Tablet,Email,1,5,4,2,68,1,0
1223,C01224,38,Male,Mobile,Email,10,3,5,4,79,1,0
1224,C01225,44,Male,Tablet,Direct,2,8,1,0,25,0,0
1225,C01226,48,Female,Mobile,Email,7,6,0,4,167,1,0
1226,C01227,23,Male,Tablet,Direct,12,9,4,5,230,0,1
1227,C01228,44,Female,Desktop,Email,6,9,2,6,169,1,1
1228,C01229,57,Female,Desktop,Email,12,6,3,1,104,1,0
1229,C01230,51,Male,Desktop,Search Engine,11,2,5,1,179,1,0
1230,C01231,29,Male,Mobile,Search Engine,2,9,5,8,66,0,1
1231,C01232,24,Male,Mobile,Search Engine,4,2,4,9,181,1,1
1232,C01233,27,Male,Tablet,Search Engine,2,3,3,0,174,0,0
1233,C01234,34,Female,Tablet,Social Media,1,6,5,1,249,1,0
1234,C01235,43,Male,Tablet,Search Engine,12,2,2,1,177,1,0
1235,C01236,38,Male,Mobile,Social Media,3,5,4,9,180,1,1
1236,C01237,45,Female,Tablet,Search Engine,4,2,1,6,266,1,0
1237,C01238,19,Male,Desktop,Email,10,4,0,5,75,0,0
1238,C01239,18,Male,Tablet,Direct,5,3,2,8,170,0,1
1239,C01240,53,Male,Desktop,Email,5,5,3,6,73,0,0
1240,C01241,43,Male,Mobile,Email,7,6,3,2,242,1,0
1241,C01242,46,Female,Desktop,Social Media,14,7,2,2,273,0,0
1242,C01243,38,Female,Desktop,Search Engine,10,8,1,0,87,0,0
1243,C01244,28,Male,Desktop,Direct,8,9,5,7,72,1,1
1244,C01245,57,Male,Mobile,Direct,9,4,1,0,264,0,0
1245,C01246,28,Female,Mobile,Search Engine,12,4,5,1,59,1,1
1246,C01247,53,Male,Mobile,Social Media,7,7,5,6,157,1,1
1247,C01248,56,Male,Mobile,Social Media,5,9,3,0,285,0,0
1248,C01249,57,Male,Tablet,Social Media,9,2,5,3,157,0,1
1249,C01250,52,Male,Mobile,Direct,8,6,2,8,229,1,1
1250,C01251,51,Male,Desktop,Social Media,10,8,5,7,191,1,1
1251,C01252,41,Male,Mobile,Social Media,9,5,2,7,204,1,1
1252,C01253,39,Male,Tablet,Direct,10,5,0,2,259,1,0
1253,C01254,22,Male,Tablet,Direct,8,8,3,4,230,0,1
1254,C01255,50,Male,Tablet,Email,6,1,1,3,170,1,0
1255,C01256,53,Female,Desktop,Direct,4,6,4,7,143,0,1
1256,C01257,37,Female,Mobile,Search Engine,9,9,1,6,68,1,1
1257,C01258,36,Female,Mobile,Direct,12,6,1,6,143,0,1
1258,C01259,52,Male,Mobile,Direct,9,7,4,9,87,1,1
1259,C01260,34,Male,Desktop,Social Media,10,4,3,9,250,1,1
1260,C01261,51,Female,Desktop,Email,10,1,5,6,28,0,1
1261,C01262,26,Male,Tablet,Social Media,9,9,0,0,285,1,0
1262,C01263,43,Female,Tablet,Email,14,6,1,6,144,0,1
1263,C01264,19,Male,Mobile,Social Media,10,3,5,3,131,1,0
1264,C01265,26,Female,Desktop,Search Engine,3,4,1,2,73,1,0
1265,C01266,26,Female,Desktop,Social Media,11,6,3,4,108,1,1
1266,C01267,57,Female,Mobile,Social Media,12,6,3,1,114,0,0
1267,C01268,34,Male,Mobile,Search Engine,3,9,2,7,269,1,1
1268,C01269,18,Female,Tablet,Search Engine,11,4,3,8,185,0,1
1269,C01270,42,Male,Tablet,Direct,6,5,3,4,246,1,1
1270,C01271,57,Male,Tablet,Social Media,6,5,1,2,155,0,0
1271,C01272,59,Male,Mobile,Search Engine,13,3,0,9,84,0,0
1272,C01273,42,Male,Mobile,Search Engine,13,2,1,6,24,1,1
1273,C01274,56,Male,Tablet,Direct,6,8,5,0,139,1,1
1274,C01275,52,Male,Tablet,Email,5,9,3,9,238,1,1
1275,C01276,20,Male,Desktop,Search Engine,14,9,2,2,62,1,1
1276,C01277,54,Female,Desktop,Search Engine,5,5,0,8,207,0,0
1277,C01278,47,Female,Tablet,Social Media,2,9,2,1,45,0,0
1278,C01279,55,Female,Tablet,Direct,14,4,4,8,286,1,1
1279,C01280,51,Male,Desktop,Social Media,7,2,2,0,181,0,0
1280,C01281,29,Male,Tablet,Email,12,3,2,3,252,1,0
1281,C01282,36,Male,Desktop,Direct,4,1,5,9,149,1,1
1282,C01283,54,Male,Desktop,Social Media,14,5,3,5,40,1,1
1283,C01284,34,Female,Desktop,Search Engine,3,1,5,6,147,1,0
1284,C01285,27,Male,Mobile,Search Engine,8,1,3,2,95,1,1
1285,C01286,29,Female,Mobile,Direct,4,7,5,8,92,0,1
1286,C01287,33,Male,Tablet,Search Engine,11,2,3,3,252,1,1
1287,C01288,41,Female,Desktop,Social Media,4,8,3,4,125,0,1
1288,C01289,36,Male,Mobile,Direct,8,6,3,7,28,1,1
1289,C01290,25,Female,Tablet,Search Engine,1,4,2,2,138,1,0
1290,C01291,48,Male,Tablet,Search Engine,9,9,4,7,69,1,1
1291,C01292,38,Female,Tablet,Email,14,8,3,0,29,1,1
1292,C01293,34,Male,Tablet,Email,7,3,4,7,132,0,0
1293,C01294,40,Female,Tablet,Direct,12,3,4,9,285,0,1
1294,C01295,54,Female,Desktop,Email,2,4,1,7,97,1,0
1295,C01296,33,Male,Tablet,Social Media,11,9,1,5,55,1,1
1296,C01297,23,Female,Desktop,Search Engine,12,9,0,4,221,1,1
1297,C01298,25,Male,Mobile,Search Engine,6,5,5,8,137,1,1
1298,C01299,42,Male,Tablet,Search Engine,8,9,1,5,209,0,0
1299,C01300,35,Male,Mobile,Direct,11,6,3,0,261,0,0
1300,C01301,42,Female,Desktop,Direct,5,8,4,5,188,1,1
1301,C01302,29,Female,Desktop,Email,6,8,5,0,249,0,0
1302,C01303,32,Male,Mobile,Search Engine,12,7,0,5,67,0,0
1303,C01304,43,Male,Tablet,Search Engine,10,4,1,2,169,1,0
1304,C01305,58,Female,Tablet,Search Engine,8,4,2,5,227,0,1
1305,C01306,43,Female,Mobile,Search Engine,13,6,5,5,80,1,1
1306,C01307,49,Female,Mobile,Search Engine,6,9,0,0,136,0,0
1307,C01308,27,Male,Mobile,Social Media,12,7,3,8,258,0,1
1308,C01309,33,Male,Tablet,Search Engine,9,5,5,7,67,1,1
1309,C01310,24,Male,Tablet,Social Media,12,5,4,1,264,0,0
1310,C01311,34,Male,Tablet,Search Engine,9,8,3,1,24,0,0
1311,C01312,40,Male,Mobile,Direct,9,6,3,4,119,0,1
1312,C01313,43,Female,Tablet,Direct,6,1,5,9,224,0,0
1313,C01314,38,Male,Desktop,Social Media,12,1,2,1,199,0,0
1314,C01315,39,Female,Mobile,Search Engine,12,9,2,0,36,1,0
1315,C01316,24,Female,Tablet,Direct,9,8,5,1,109,1,1
1316,C01317,31,Male,Mobile,Direct,3,6,5,4,127,0,1
1317,C01318,32,Female,Desktop,Search Engine,5,1,5,9,209,1,1
1318,C01319,24,Male,Desktop,Search Engine,2,2,4,6,199,0,0
1319,C01320,26,Female,Mobile,Direct,12,3,1,4,268,0,0
1320,C01321,25,Male,Mobile,Search Engine,13,3,3,0,270,1,1
1321,C01322,40,Male,Desktop,Email,13,2,5,6,39,0,1
1322,C01323,46,Female,Mobile,Search Engine,8,2,1,5,116,1,1
1323,C01324,35,Male,Desktop,Direct,11,6,4,6,241,0,1
1324,C01325,48,Female,Desktop,Direct,13,7,3,1,163,0,0
1325,C01326,47,Male,Tablet,Social Media,4,4,1,4,26,1,0
1326,C01327,56,Male,Mobile,Email,6,1,3,7,287,0,1
